Time_s,Event,Priority,Size_bytes
42.8821,Rx_802.15.4,N/A,90
42.8821,Tx_WiFi,2,90
43.3372,Rx_802.15.4,N/A,90
43.3372,Tx_WiFi,2,90
43.3426,Rx_802.15.4,N/A,90
43.3426,Tx_WiFi,2,90
43.3539,Rx_802.15.4,N/A,90
43.3539,Tx_WiFi,2,90
43.3602,Rx_802.15.4,N/A,90
43.3602,Tx_WiFi,2,90
43.3659,Rx_802.15.4,N/A,90
43.3659,Tx_WiFi,2,90
43.383,Rx_802.15.4,N/A,90
43.383,Tx_WiFi,2,90
43.3896,Rx_802.15.4,N/A,90
43.3896,Tx_WiFi,2,90
43.399,Rx_802.15.4,N/A,90
43.399,Tx_WiFi,2,90
43.404,Rx_802.15.4,N/A,90
43.404,Tx_WiFi,2,90
43.415,Rx_802.15.4,N/A,90
43.415,Tx_WiFi,1,90
43.7995,Rx_802.15.4,N/A,10
43.8304,Rx_802.15.4,N/A,90
43.8304,Tx_WiFi,0,90
43.8348,Rx_802.15.4,N/A,90
43.8348,Tx_WiFi,0,90
43.8451,Rx_802.15.4,N/A,90
43.8451,Tx_WiFi,2,90
43.8498,Rx_802.15.4,N/A,90
43.8498,Tx_WiFi,2,90
43.8555,Rx_802.15.4,N/A,90
43.8555,Tx_WiFi,2,90
43.8627,Rx_802.15.4,N/A,90
43.8627,Tx_WiFi,0,90
43.8673,Rx_802.15.4,N/A,37
43.8673,Tx_WiFi,0,37
43.8774,Rx_802.15.4,N/A,90
43.8774,Tx_WiFi,2,90
43.8824,Rx_802.15.4,N/A,90
43.8824,Tx_WiFi,2,90
44.2834,Rx_802.15.4,N/A,10
44.3209,Rx_802.15.4,N/A,90
44.3209,Tx_WiFi,0,90
44.3253,Rx_802.15.4,N/A,90
44.3253,Tx_WiFi,0,90
44.3369,Rx_802.15.4,N/A,90
44.3369,Tx_WiFi,2,90
44.3426,Rx_802.15.4,N/A,90
44.3426,Tx_WiFi,2,90
44.3459,Rx_802.15.4,N/A,55
44.3459,Tx_WiFi,2,55
44.3532,Rx_802.15.4,N/A,90
44.3532,Tx_WiFi,2,90
44.3599,Rx_802.15.4,N/A,90
44.3599,Tx_WiFi,2,90
44.368,Rx_802.15.4,N/A,90
44.368,Tx_WiFi,1,90
44.3832,Rx_802.15.4,N/A,76
44.3832,Tx_WiFi,3,76
44.7523,Rx_802.15.4,N/A,10
44.8124,Rx_802.15.4,N/A,90
44.8124,Tx_WiFi,2,90
44.8184,Rx_802.15.4,N/A,90
44.8184,Tx_WiFi,2,90
44.8275,Rx_802.15.4,N/A,90
44.8275,Tx_WiFi,0,90
44.8328,Rx_802.15.4,N/A,90
44.8328,Tx_WiFi,0,90
44.8441,Rx_802.15.4,N/A,90
44.8441,Tx_WiFi,2,90
44.8485,Rx_802.15.4,N/A,90
44.8485,Tx_WiFi,2,90
44.8598,Rx_802.15.4,N/A,90
44.8598,Tx_WiFi,1,90
45.3049,Rx_802.15.4,N/A,90
45.3049,Tx_WiFi,2,90
45.3103,Rx_802.15.4,N/A,90
45.3103,Tx_WiFi,2,90
45.3203,Rx_802.15.4,N/A,90
45.3203,Tx_WiFi,2,90
45.3256,Rx_802.15.4,N/A,90
45.3256,Tx_WiFi,2,90
45.331,Rx_802.15.4,N/A,90
45.331,Tx_WiFi,2,90
45.3363,Rx_802.15.4,N/A,90
45.3363,Tx_WiFi,2,90
45.3416,Rx_802.15.4,N/A,90
45.3416,Tx_WiFi,2,90
45.35,Rx_802.15.4,N/A,90
45.35,Tx_WiFi,2,90
45.3554,Rx_802.15.4,N/A,90
45.3554,Tx_WiFi,2,90
45.7964,Rx_802.15.4,N/A,90
45.7964,Tx_WiFi,2,90
45.8012,Rx_802.15.4,N/A,90
45.8012,Tx_WiFi,2,90
45.8134,Rx_802.15.4,N/A,90
45.8134,Tx_WiFi,2,90
45.8184,Rx_802.15.4,N/A,90
45.8184,Tx_WiFi,2,90
45.8238,Rx_802.15.4,N/A,90
45.8238,Tx_WiFi,2,90
45.8278,Rx_802.15.4,N/A,90
45.8278,Tx_WiFi,2,90
45.8328,Rx_802.15.4,N/A,39
45.8328,Tx_WiFi,2,39
45.8444,Rx_802.15.4,N/A,90
45.8444,Tx_WiFi,2,90
45.8495,Rx_802.15.4,N/A,90
45.8495,Tx_WiFi,2,90
45.8588,Rx_802.15.4,N/A,90
45.8588,Tx_WiFi,3,90
46.226,Rx_802.15.4,N/A,10
46.288,Rx_802.15.4,N/A,90
46.288,Tx_WiFi,2,90
46.2936,Rx_802.15.4,N/A,90
46.2936,Tx_WiFi,2,90
46.3043,Rx_802.15.4,N/A,90
46.3043,Tx_WiFi,2,90
46.3096,Rx_802.15.4,N/A,90
46.3096,Tx_WiFi,2,90
46.3143,Rx_802.15.4,N/A,49
46.3143,Tx_WiFi,2,49
46.3193,Rx_802.15.4,N/A,90
46.3193,Tx_WiFi,2,90
46.325,Rx_802.15.4,N/A,90
46.325,Tx_WiFi,2,90
46.3347,Rx_802.15.4,N/A,90
46.3347,Tx_WiFi,1,90
46.7293,Rx_802.15.4,N/A,10
46.7814,Rx_802.15.4,N/A,90
46.7814,Tx_WiFi,2,90
46.7877,Rx_802.15.4,N/A,90
46.7877,Tx_WiFi,2,90
46.7958,Rx_802.15.4,N/A,90
46.7958,Tx_WiFi,2,90
46.8012,Rx_802.15.4,N/A,90
46.8012,Tx_WiFi,2,90
46.8105,Rx_802.15.4,N/A,90
46.8105,Tx_WiFi,2,90
46.8156,Rx_802.15.4,N/A,90
46.8156,Tx_WiFi,2,90
47.2489,Rx_802.15.4,N/A,10
47.2729,Rx_802.15.4,N/A,90
47.2729,Tx_WiFi,2,90
47.2776,Rx_802.15.4,N/A,90
47.2776,Tx_WiFi,2,90
47.2864,Rx_802.15.4,N/A,90
47.2864,Tx_WiFi,2,90
47.2914,Rx_802.15.4,N/A,90
47.2914,Tx_WiFi,2,90
47.2974,Rx_802.15.4,N/A,90
47.2974,Tx_WiFi,2,90
47.302,Rx_802.15.4,N/A,90
47.302,Tx_WiFi,2,90
47.3087,Rx_802.15.4,N/A,90
47.3087,Tx_WiFi,2,90
47.3177,Rx_802.15.4,N/A,90
47.3177,Tx_WiFi,2,90
47.3228,Rx_802.15.4,N/A,90
47.3228,Tx_WiFi,2,90
47.3328,Rx_802.15.4,N/A,90
47.3328,Tx_WiFi,3,90
47.7635,Rx_802.15.4,N/A,90
47.7635,Tx_WiFi,2,90
47.7682,Rx_802.15.4,N/A,90
47.7682,Tx_WiFi,2,90
47.7776,Rx_802.15.4,N/A,90
47.7776,Tx_WiFi,2,90
47.7829,Rx_802.15.4,N/A,90
47.7829,Tx_WiFi,2,90
47.7877,Rx_802.15.4,N/A,42
47.7877,Tx_WiFi,2,42
47.8089,Rx_802.15.4,N/A,90
47.8089,Tx_WiFi,2,90
47.8116,Rx_802.15.4,N/A,36
47.8116,Tx_WiFi,2,36
47.8249,Rx_802.15.4,N/A,90
47.8249,Tx_WiFi,2,90
47.8316,Rx_802.15.4,N/A,90
47.8316,Tx_WiFi,2,90
47.8406,Rx_802.15.4,N/A,90
47.8406,Tx_WiFi,3,90
47.8538,Rx_802.15.4,N/A,73
47.8538,Tx_WiFi,3,73
48.199,Rx_802.15.4,N/A,10
48.2397,Rx_802.15.4,N/A,10
48.2544,Rx_802.15.4,N/A,90
48.2544,Tx_WiFi,2,90
48.2574,Rx_802.15.4,N/A,37
48.2574,Tx_WiFi,2,37
48.2684,Rx_802.15.4,N/A,90
48.2684,Tx_WiFi,2,90
48.2748,Rx_802.15.4,N/A,90
48.2748,Tx_WiFi,2,90
48.7188,Rx_802.15.4,N/A,10
48.7472,Rx_802.15.4,N/A,90
48.7472,Tx_WiFi,2,90
48.7519,Rx_802.15.4,N/A,90
48.7519,Tx_WiFi,2,90
48.7585,Rx_802.15.4,N/A,90
48.7585,Tx_WiFi,2,90
48.7643,Rx_802.15.4,N/A,90
48.7643,Tx_WiFi,0,90
48.7693,Rx_802.15.4,N/A,90
48.7693,Tx_WiFi,0,90
48.7776,Rx_802.15.4,N/A,90
48.7776,Tx_WiFi,2,90
48.7826,Rx_802.15.4,N/A,90
48.7826,Tx_WiFi,2,90
48.7926,Rx_802.15.4,N/A,90
48.7926,Tx_WiFi,1,90
49.2387,Rx_802.15.4,N/A,90
49.2387,Tx_WiFi,2,90
49.2437,Rx_802.15.4,N/A,90
49.2437,Tx_WiFi,2,90
49.2521,Rx_802.15.4,N/A,90
49.2521,Tx_WiFi,2,90
49.2575,Rx_802.15.4,N/A,90
49.2575,Tx_WiFi,2,90
49.2635,Rx_802.15.4,N/A,90
49.2635,Tx_WiFi,2,90
49.2676,Rx_802.15.4,N/A,90
49.2676,Tx_WiFi,3,90
49.2718,Rx_802.15.4,N/A,35
49.2718,Tx_WiFi,3,35
49.2838,Rx_802.15.4,N/A,90
49.2838,Tx_WiFi,2,90
49.2898,Rx_802.15.4,N/A,90
49.2898,Tx_WiFi,2,90
49.6794,Rx_802.15.4,N/A,10
49.7289,Rx_802.15.4,N/A,90
49.7289,Tx_WiFi,2,90
49.7336,Rx_802.15.4,N/A,90
49.7336,Tx_WiFi,2,90
49.744,Rx_802.15.4,N/A,90
49.744,Tx_WiFi,2,90
49.7493,Rx_802.15.4,N/A,90
49.7493,Tx_WiFi,2,90
49.7525,Rx_802.15.4,N/A,44
49.7525,Tx_WiFi,2,44
49.76,Rx_802.15.4,N/A,90
49.76,Tx_WiFi,2,90
49.7644,Rx_802.15.4,N/A,90
49.7644,Tx_WiFi,2,90
49.7753,Rx_802.15.4,N/A,90
49.7753,Tx_WiFi,1,90
50.1599,Rx_802.15.4,N/A,10
50.2204,Rx_802.15.4,N/A,90
50.2204,Tx_WiFi,2,90
50.2271,Rx_802.15.4,N/A,90
50.2271,Tx_WiFi,2,90
50.2358,Rx_802.15.4,N/A,90
50.2358,Tx_WiFi,2,90
50.2412,Rx_802.15.4,N/A,90
50.2412,Tx_WiFi,2,90
50.2502,Rx_802.15.4,N/A,90
50.2502,Tx_WiFi,2,90
50.2539,Rx_802.15.4,N/A,38
50.2539,Tx_WiFi,2,38
50.2652,Rx_802.15.4,N/A,90
50.2652,Tx_WiFi,1,90
50.6482,Rx_802.15.4,N/A,10
50.7113,Rx_802.15.4,N/A,90
50.7113,Tx_WiFi,2,90
50.7173,Rx_802.15.4,N/A,90
50.7173,Tx_WiFi,2,90
50.7257,Rx_802.15.4,N/A,90
50.7257,Tx_WiFi,2,90
50.7304,Rx_802.15.4,N/A,90
50.7304,Tx_WiFi,2,90
50.7355,Rx_802.15.4,N/A,90
50.7355,Tx_WiFi,2,90
50.7424,Rx_802.15.4,N/A,90
50.7424,Tx_WiFi,2,90
50.7487,Rx_802.15.4,N/A,90
50.7487,Tx_WiFi,2,90
51.177,Rx_802.15.4,N/A,10
51.2044,Rx_802.15.4,N/A,90
51.2044,Tx_WiFi,2,90
51.2108,Rx_802.15.4,N/A,90
51.2108,Tx_WiFi,2,90
51.2188,Rx_802.15.4,N/A,90
51.2188,Tx_WiFi,2,90
51.2252,Rx_802.15.4,N/A,90
51.2252,Tx_WiFi,2,90
51.2308,Rx_802.15.4,N/A,90
51.2308,Tx_WiFi,2,90
51.2518,Rx_802.15.4,N/A,90
51.2518,Tx_WiFi,2,90
51.2545,Rx_802.15.4,N/A,38
51.2545,Tx_WiFi,2,38
51.2652,Rx_802.15.4,N/A,90
51.2652,Tx_WiFi,2,90
51.2696,Rx_802.15.4,N/A,90
51.2696,Tx_WiFi,2,90
51.2816,Rx_802.15.4,N/A,90
51.2816,Tx_WiFi,1,90
51.6409,Rx_802.15.4,N/A,10
51.6947,Rx_802.15.4,N/A,90
51.6947,Tx_WiFi,2,90
51.6997,Rx_802.15.4,N/A,90
51.6997,Tx_WiFi,2,90
51.7097,Rx_802.15.4,N/A,90
51.7097,Tx_WiFi,2,90
51.716,Rx_802.15.4,N/A,90
51.716,Tx_WiFi,2,90
51.7195,Rx_802.15.4,N/A,52
51.7195,Tx_WiFi,2,52
51.7257,Rx_802.15.4,N/A,90
51.7257,Tx_WiFi,2,90
51.729,Rx_802.15.4,N/A,35
51.729,Tx_WiFi,2,35
51.7561,Rx_802.15.4,N/A,90
51.7561,Tx_WiFi,1,90
51.7724,Rx_802.15.4,N/A,67
51.7724,Tx_WiFi,3,67
52.1277,Rx_802.15.4,N/A,10
52.142,Rx_802.15.4,N/A,10
52.1849,Rx_802.15.4,N/A,90
52.1849,Tx_WiFi,2,90
52.1912,Rx_802.15.4,N/A,90
52.1912,Tx_WiFi,2,90
52.2022,Rx_802.15.4,N/A,90
52.2022,Tx_WiFi,2,90
52.2072,Rx_802.15.4,N/A,90
52.2072,Tx_WiFi,2,90
52.6793,Rx_802.15.4,N/A,90
52.6793,Tx_WiFi,0,90
52.684,Rx_802.15.4,N/A,90
52.684,Tx_WiFi,0,90
52.695,Rx_802.15.4,N/A,90
52.695,Tx_WiFi,2,90
52.7007,Rx_802.15.4,N/A,90
52.7007,Tx_WiFi,2,90
52.7051,Rx_802.15.4,N/A,90
52.7051,Tx_WiFi,2,90
52.7094,Rx_802.15.4,N/A,90
52.7094,Tx_WiFi,2,90
52.716,Rx_802.15.4,N/A,90
52.716,Tx_WiFi,2,90
52.726,Rx_802.15.4,N/A,90
52.726,Tx_WiFi,2,90
52.7311,Rx_802.15.4,N/A,90
52.7311,Tx_WiFi,2,90
52.7404,Rx_802.15.4,N/A,90
52.7404,Tx_WiFi,0,90
53.1692,Rx_802.15.4,N/A,90
53.1692,Tx_WiFi,2,90
53.1756,Rx_802.15.4,N/A,90
53.1756,Tx_WiFi,2,90
53.1836,Rx_802.15.4,N/A,90
53.1836,Tx_WiFi,2,90
53.188,Rx_802.15.4,N/A,90
53.188,Tx_WiFi,2,90
53.1929,Rx_802.15.4,N/A,54
53.1929,Tx_WiFi,2,54
53.2134,Rx_802.15.4,N/A,90
53.2134,Tx_WiFi,2,90
53.2161,Rx_802.15.4,N/A,36
53.2161,Tx_WiFi,2,36
53.23,Rx_802.15.4,N/A,90
53.23,Tx_WiFi,2,90
53.2367,Rx_802.15.4,N/A,90
53.2367,Tx_WiFi,2,90
53.644,Rx_802.15.4,N/A,10
53.6475,Rx_802.15.4,N/A,10
53.662,Rx_802.15.4,N/A,90
53.662,Tx_WiFi,2,90
53.6671,Rx_802.15.4,N/A,90
53.6671,Tx_WiFi,2,90
53.6777,Rx_802.15.4,N/A,90
53.6777,Tx_WiFi,2,90
53.6828,Rx_802.15.4,N/A,90
53.6828,Tx_WiFi,2,90
53.6924,Rx_802.15.4,N/A,90
53.6924,Tx_WiFi,1,90
54.1536,Rx_802.15.4,N/A,90
54.1536,Tx_WiFi,2,90
54.1599,Rx_802.15.4,N/A,90
54.1599,Tx_WiFi,2,90
54.1692,Rx_802.15.4,N/A,90
54.1692,Tx_WiFi,2,90
54.1752,Rx_802.15.4,N/A,90
54.1752,Tx_WiFi,2,90
54.1819,Rx_802.15.4,N/A,90
54.1819,Tx_WiFi,2,90
54.2,Rx_802.15.4,N/A,90
54.2,Tx_WiFi,0,90
54.2047,Rx_802.15.4,N/A,90
54.2047,Tx_WiFi,0,90
54.216,Rx_802.15.4,N/A,90
54.216,Tx_WiFi,2,90
54.2207,Rx_802.15.4,N/A,90
54.2207,Tx_WiFi,2,90
54.2307,Rx_802.15.4,N/A,90
54.2307,Tx_WiFi,1,90
54.6441,Rx_802.15.4,N/A,90
54.6441,Tx_WiFi,2,90
54.6488,Rx_802.15.4,N/A,90
54.6488,Tx_WiFi,2,90
54.6601,Rx_802.15.4,N/A,90
54.6601,Tx_WiFi,2,90
54.6652,Rx_802.15.4,N/A,90
54.6652,Tx_WiFi,2,90
54.6715,Rx_802.15.4,N/A,90
54.6715,Tx_WiFi,2,90
54.6799,Rx_802.15.4,N/A,90
54.6799,Tx_WiFi,2,90
54.6849,Rx_802.15.4,N/A,90
54.6849,Tx_WiFi,2,90
54.6902,Rx_802.15.4,N/A,90
54.6902,Tx_WiFi,2,90
54.6956,Rx_802.15.4,N/A,90
54.6956,Tx_WiFi,2,90
55.136,Rx_802.15.4,N/A,90
55.136,Tx_WiFi,2,90
55.141,Rx_802.15.4,N/A,90
55.141,Tx_WiFi,2,90
55.1513,Rx_802.15.4,N/A,90
55.1513,Tx_WiFi,2,90
55.158,Rx_802.15.4,N/A,90
55.158,Tx_WiFi,2,90
55.1635,Rx_802.15.4,N/A,57
55.1635,Tx_WiFi,2,57
55.1695,Rx_802.15.4,N/A,90
55.1695,Tx_WiFi,2,90
55.1726,Rx_802.15.4,N/A,39
55.1726,Tx_WiFi,2,39
55.1811,Rx_802.15.4,N/A,90
55.1811,Tx_WiFi,2,90
55.1874,Rx_802.15.4,N/A,90
55.1874,Tx_WiFi,2,90
55.1964,Rx_802.15.4,N/A,90
55.1964,Tx_WiFi,3,90
55.5936,Rx_802.15.4,N/A,10
55.595,Rx_802.15.4,N/A,10
55.6275,Rx_802.15.4,N/A,90
55.6275,Tx_WiFi,2,90
55.6325,Rx_802.15.4,N/A,90
55.6325,Tx_WiFi,2,90
55.6425,Rx_802.15.4,N/A,90
55.6425,Tx_WiFi,2,90
55.6472,Rx_802.15.4,N/A,90
55.6472,Tx_WiFi,2,90
55.6579,Rx_802.15.4,N/A,90
55.6579,Tx_WiFi,1,90
56.1209,Rx_802.15.4,N/A,90
56.1209,Tx_WiFi,2,90
56.1266,Rx_802.15.4,N/A,90
56.1266,Tx_WiFi,2,90
56.135,Rx_802.15.4,N/A,90
56.135,Tx_WiFi,2,90
56.1397,Rx_802.15.4,N/A,90
56.1397,Tx_WiFi,2,90
56.1457,Rx_802.15.4,N/A,90
56.1457,Tx_WiFi,2,90
56.1513,Rx_802.15.4,N/A,90
56.1513,Tx_WiFi,2,90
56.158,Rx_802.15.4,N/A,90
56.158,Tx_WiFi,2,90
56.1664,Rx_802.15.4,N/A,90
56.1664,Tx_WiFi,2,90
56.173,Rx_802.15.4,N/A,90
56.173,Tx_WiFi,2,90
56.6105,Rx_802.15.4,N/A,90
56.6105,Tx_WiFi,2,90
56.6172,Rx_802.15.4,N/A,90
56.6172,Tx_WiFi,2,90
56.6275,Rx_802.15.4,N/A,90
56.6275,Tx_WiFi,2,90
56.6338,Rx_802.15.4,N/A,90
56.6338,Tx_WiFi,2,90
56.6388,Rx_802.15.4,N/A,90
56.6388,Tx_WiFi,2,90
56.6576,Rx_802.15.4,N/A,90
56.6576,Tx_WiFi,2,90
56.6639,Rx_802.15.4,N/A,90
56.6639,Tx_WiFi,2,90
56.6723,Rx_802.15.4,N/A,90
56.6723,Tx_WiFi,2,90
56.6783,Rx_802.15.4,N/A,90
56.6783,Tx_WiFi,2,90
56.6873,Rx_802.15.4,N/A,90
56.6873,Tx_WiFi,0,90
57.1014,Rx_802.15.4,N/A,90
57.1014,Tx_WiFi,0,90
57.1061,Rx_802.15.4,N/A,90
57.1061,Tx_WiFi,0,90
57.1161,Rx_802.15.4,N/A,90
57.1161,Tx_WiFi,3,90
57.1205,Rx_802.15.4,N/A,90
57.1205,Tx_WiFi,3,90
57.1236,Rx_802.15.4,N/A,48
57.1236,Tx_WiFi,3,48
57.1321,Rx_802.15.4,N/A,90
57.1321,Tx_WiFi,2,90
57.1348,Rx_802.15.4,N/A,36
57.1348,Tx_WiFi,2,36
57.1475,Rx_802.15.4,N/A,90
57.1475,Tx_WiFi,2,90
57.1519,Rx_802.15.4,N/A,90
57.1519,Tx_WiFi,2,90
57.5487,Rx_802.15.4,N/A,10
57.5756,Rx_802.15.4,N/A,10
57.5923,Rx_802.15.4,N/A,90
57.5923,Tx_WiFi,2,90
57.5983,Rx_802.15.4,N/A,90
57.5983,Tx_WiFi,2,90
57.6092,Rx_802.15.4,N/A,90
57.6092,Tx_WiFi,2,90
57.6152,Rx_802.15.4,N/A,90
57.6152,Tx_WiFi,2,90
57.624,Rx_802.15.4,N/A,90
57.624,Tx_WiFi,1,90
58.0854,Rx_802.15.4,N/A,90
58.0854,Tx_WiFi,2,90
58.0901,Rx_802.15.4,N/A,90
58.0901,Tx_WiFi,2,90
58.0998,Rx_802.15.4,N/A,90
58.0998,Tx_WiFi,2,90
58.1058,Rx_802.15.4,N/A,90
58.1058,Tx_WiFi,2,90
58.1111,Rx_802.15.4,N/A,90
58.1111,Tx_WiFi,2,90
58.1164,Rx_802.15.4,N/A,90
58.1164,Tx_WiFi,2,90
58.1221,Rx_802.15.4,N/A,90
58.1221,Tx_WiFi,2,90
58.1318,Rx_802.15.4,N/A,90
58.1318,Tx_WiFi,2,90
58.1372,Rx_802.15.4,N/A,90
58.1372,Tx_WiFi,2,90
58.1465,Rx_802.15.4,N/A,90
58.1465,Tx_WiFi,1,90
58.5756,Rx_802.15.4,N/A,90
58.5756,Tx_WiFi,2,90
58.581,Rx_802.15.4,N/A,90
58.581,Tx_WiFi,2,90
58.591,Rx_802.15.4,N/A,90
58.591,Tx_WiFi,2,90
58.597,Rx_802.15.4,N/A,90
58.597,Tx_WiFi,2,90
58.6022,Rx_802.15.4,N/A,46
58.6022,Tx_WiFi,2,46
58.6084,Rx_802.15.4,N/A,90
58.6084,Tx_WiFi,2,90
58.6124,Rx_802.15.4,N/A,37
58.6124,Tx_WiFi,2,37
58.623,Rx_802.15.4,N/A,90
58.623,Tx_WiFi,2,90
58.6274,Rx_802.15.4,N/A,90
58.6274,Tx_WiFi,2,90
59.0286,Rx_802.15.4,N/A,10
59.0527,Rx_802.15.4,N/A,10
59.0675,Rx_802.15.4,N/A,90
59.0675,Tx_WiFi,2,90
59.0719,Rx_802.15.4,N/A,90
59.0719,Tx_WiFi,2,90
59.0822,Rx_802.15.4,N/A,90
59.0822,Tx_WiFi,2,90
59.0872,Rx_802.15.4,N/A,90
59.0872,Tx_WiFi,2,90
59.0972,Rx_802.15.4,N/A,90
59.0972,Tx_WiFi,1,90
59.558,Rx_802.15.4,N/A,90
59.558,Tx_WiFi,2,90
59.5644,Rx_802.15.4,N/A,90
59.5644,Tx_WiFi,2,90
59.5744,Rx_802.15.4,N/A,90
59.5744,Tx_WiFi,2,90
59.58,Rx_802.15.4,N/A,90
59.58,Tx_WiFi,2,90
59.5847,Rx_802.15.4,N/A,90
59.5847,Tx_WiFi,2,90
59.6057,Rx_802.15.4,N/A,90
59.6057,Tx_WiFi,2,90
59.6104,Rx_802.15.4,N/A,90
59.6104,Tx_WiFi,2,90
59.6192,Rx_802.15.4,N/A,90
59.6192,Tx_WiFi,2,90
59.6248,Rx_802.15.4,N/A,90
59.6248,Tx_WiFi,2,90
59.6345,Rx_802.15.4,N/A,90
59.6345,Tx_WiFi,1,90
60.0221,Rx_802.15.4,N/A,10
60.0496,Rx_802.15.4,N/A,90
60.0496,Tx_WiFi,2,90
60.0559,Rx_802.15.4,N/A,90
60.0559,Tx_WiFi,2,90
60.0659,Rx_802.15.4,N/A,90
60.0659,Tx_WiFi,2,90
60.0706,Rx_802.15.4,N/A,90
60.0706,Tx_WiFi,2,90
60.0753,Rx_802.15.4,N/A,90
60.0753,Tx_WiFi,2,90
60.0822,Rx_802.15.4,N/A,90
60.0822,Tx_WiFi,2,90
60.0869,Rx_802.15.4,N/A,90
60.0869,Tx_WiFi,2,90
60.0956,Rx_802.15.4,N/A,90
60.0956,Tx_WiFi,2,90
60.101,Rx_802.15.4,N/A,90
60.101,Tx_WiFi,2,90
60.5436,Rx_802.15.4,N/A,90
60.5436,Tx_WiFi,2,90
60.55,Rx_802.15.4,N/A,90
60.55,Tx_WiFi,2,90
60.5584,Rx_802.15.4,N/A,90
60.5584,Tx_WiFi,2,90
60.565,Rx_802.15.4,N/A,90
60.565,Tx_WiFi,2,90
60.5702,Rx_802.15.4,N/A,46
60.5702,Tx_WiFi,2,46
60.5747,Rx_802.15.4,N/A,90
60.5747,Tx_WiFi,2,90
60.5774,Rx_802.15.4,N/A,39
60.5774,Tx_WiFi,2,39
60.5904,Rx_802.15.4,N/A,90
60.5904,Tx_WiFi,2,90
60.5957,Rx_802.15.4,N/A,90
60.5957,Tx_WiFi,2,90
60.6051,Rx_802.15.4,N/A,90
60.6051,Tx_WiFi,1,90
60.6188,Rx_802.15.4,N/A,70
60.6188,Tx_WiFi,3,70
60.9703,Rx_802.15.4,N/A,10
61.0129,Rx_802.15.4,N/A,10
61.0329,Rx_802.15.4,N/A,90
61.0329,Tx_WiFi,2,90
61.038,Rx_802.15.4,N/A,90
61.038,Tx_WiFi,2,90
61.0489,Rx_802.15.4,N/A,90
61.0489,Tx_WiFi,2,90
61.0543,Rx_802.15.4,N/A,90
61.0543,Tx_WiFi,2,90
61.5257,Rx_802.15.4,N/A,90
61.5257,Tx_WiFi,2,90
61.5324,Rx_802.15.4,N/A,90
61.5324,Tx_WiFi,2,90
61.542,Rx_802.15.4,N/A,90
61.542,Tx_WiFi,2,90
61.5477,Rx_802.15.4,N/A,90
61.5477,Tx_WiFi,2,90
61.5534,Rx_802.15.4,N/A,90
61.5534,Tx_WiFi,2,90
61.5721,Rx_802.15.4,N/A,90
61.5721,Tx_WiFi,2,90
61.5781,Rx_802.15.4,N/A,90
61.5781,Tx_WiFi,2,90
61.5875,Rx_802.15.4,N/A,90
61.5875,Tx_WiFi,2,90
61.5935,Rx_802.15.4,N/A,90
61.5935,Tx_WiFi,2,90
61.6032,Rx_802.15.4,N/A,90
61.6032,Tx_WiFi,1,90
62.0163,Rx_802.15.4,N/A,90
62.0163,Tx_WiFi,2,90
62.0216,Rx_802.15.4,N/A,90
62.0216,Tx_WiFi,2,90
62.032,Rx_802.15.4,N/A,90
62.032,Tx_WiFi,2,90
62.0383,Rx_802.15.4,N/A,90
62.0383,Tx_WiFi,2,90
62.0446,Rx_802.15.4,N/A,90
62.0446,Tx_WiFi,2,90
62.0487,Rx_802.15.4,N/A,90
62.0487,Tx_WiFi,0,90
62.0541,Rx_802.15.4,N/A,90
62.0541,Tx_WiFi,0,90
62.062,Rx_802.15.4,N/A,90
62.062,Tx_WiFi,2,90
62.068,Rx_802.15.4,N/A,90
62.068,Tx_WiFi,2,90
62.0774,Rx_802.15.4,N/A,90
62.0774,Tx_WiFi,1,90
62.5097,Rx_802.15.4,N/A,90
62.5097,Tx_WiFi,2,90
62.5144,Rx_802.15.4,N/A,90
62.5144,Tx_WiFi,2,90
62.5244,Rx_802.15.4,N/A,90
62.5244,Tx_WiFi,2,90
62.5311,Rx_802.15.4,N/A,90
62.5311,Tx_WiFi,2,90
62.5345,Rx_802.15.4,N/A,41
62.5345,Tx_WiFi,2,41
62.5411,Rx_802.15.4,N/A,90
62.5411,Tx_WiFi,2,90
62.546,Rx_802.15.4,N/A,35
62.546,Tx_WiFi,2,35
62.5555,Rx_802.15.4,N/A,90
62.5555,Tx_WiFi,2,90
62.5599,Rx_802.15.4,N/A,90
62.5599,Tx_WiFi,2,90
62.9415,Rx_802.15.4,N/A,10
62.9803,Rx_802.15.4,N/A,10
62.9984,Rx_802.15.4,N/A,90
62.9984,Tx_WiFi,2,90
63.0014,Rx_802.15.4,N/A,37
63.0014,Tx_WiFi,2,37
63.0153,Rx_802.15.4,N/A,90
63.0153,Tx_WiFi,2,90
63.022,Rx_802.15.4,N/A,90
63.022,Tx_WiFi,2,90
63.0307,Rx_802.15.4,N/A,90
63.0307,Tx_WiFi,1,90
63.4336,Rx_802.15.4,N/A,10
63.4915,Rx_802.15.4,N/A,90
63.4915,Tx_WiFi,2,90
63.4972,Rx_802.15.4,N/A,90
63.4972,Tx_WiFi,2,90
63.5035,Rx_802.15.4,N/A,90
63.5035,Tx_WiFi,2,90
63.5079,Rx_802.15.4,N/A,90
63.5079,Tx_WiFi,2,90
63.5136,Rx_802.15.4,N/A,90
63.5136,Tx_WiFi,2,90
63.5209,Rx_802.15.4,N/A,90
