Time_s,Event,Priority,Size_bytes
84.1676,Tx_WiFi,2,90
84.172,Rx_802.15.4,N/A,90
84.172,Tx_WiFi,2,90
84.1817,Rx_802.15.4,N/A,90
84.1817,Tx_WiFi,2,90
84.188,Rx_802.15.4,N/A,90
84.188,Tx_WiFi,2,90
84.5686,Rx_802.15.4,N/A,10
84.6278,Rx_802.15.4,N/A,90
84.6278,Tx_WiFi,2,90
84.6322,Rx_802.15.4,N/A,90
84.6322,Tx_WiFi,2,90
84.6435,Rx_802.15.4,N/A,90
84.6435,Tx_WiFi,2,90
84.6498,Rx_802.15.4,N/A,90
84.6498,Tx_WiFi,2,90
84.6585,Rx_802.15.4,N/A,90
84.6585,Tx_WiFi,2,90
84.6632,Rx_802.15.4,N/A,90
84.6632,Tx_WiFi,2,90
84.6748,Rx_802.15.4,N/A,90
84.6748,Tx_WiFi,1,90
85.1174,Rx_802.15.4,N/A,90
85.1174,Tx_WiFi,0,90
85.1237,Rx_802.15.4,N/A,90
85.1237,Tx_WiFi,0,90
85.1334,Rx_802.15.4,N/A,90
85.1334,Tx_WiFi,2,90
85.14,Rx_802.15.4,N/A,90
85.14,Tx_WiFi,2,90
85.1447,Rx_802.15.4,N/A,90
85.1447,Tx_WiFi,2,90
85.1495,Rx_802.15.4,N/A,90
85.1495,Tx_WiFi,2,90
85.1541,Rx_802.15.4,N/A,37
85.1541,Tx_WiFi,2,37
85.1635,Rx_802.15.4,N/A,90
85.1635,Tx_WiFi,2,90
85.1698,Rx_802.15.4,N/A,90
85.1698,Tx_WiFi,2,90
85.5673,Rx_802.15.4,N/A,10
85.6112,Rx_802.15.4,N/A,90
85.6112,Tx_WiFi,2,90
85.6162,Rx_802.15.4,N/A,90
85.6162,Tx_WiFi,2,90
85.6268,Rx_802.15.4,N/A,90
85.6268,Tx_WiFi,2,90
85.6312,Rx_802.15.4,N/A,90
85.6312,Tx_WiFi,2,90
85.6356,Rx_802.15.4,N/A,90
85.6356,Tx_WiFi,2,90
85.6419,Rx_802.15.4,N/A,90
85.6419,Tx_WiFi,2,90
85.6479,Rx_802.15.4,N/A,90
85.6479,Tx_WiFi,2,90
85.6579,Rx_802.15.4,N/A,90
85.6579,Tx_WiFi,1,90
86.102,Rx_802.15.4,N/A,90
86.102,Tx_WiFi,0,90
86.1087,Rx_802.15.4,N/A,90
86.1087,Tx_WiFi,0,90
86.1168,Rx_802.15.4,N/A,90
86.1168,Tx_WiFi,2,90
86.1221,Rx_802.15.4,N/A,90
86.1221,Tx_WiFi,2,90
86.1267,Rx_802.15.4,N/A,47
86.1267,Tx_WiFi,2,47
86.134,Rx_802.15.4,N/A,90
86.134,Tx_WiFi,2,90
86.1391,Rx_802.15.4,N/A,90
86.1391,Tx_WiFi,2,90
86.1478,Rx_802.15.4,N/A,90
86.1478,Tx_WiFi,2,90
86.1522,Rx_802.15.4,N/A,90
86.1522,Tx_WiFi,2,90
86.1641,Rx_802.15.4,N/A,90
86.1641,Tx_WiFi,3,90
86.5664,Rx_802.15.4,N/A,10
86.5936,Rx_802.15.4,N/A,90
86.5936,Tx_WiFi,3,90
86.6002,Rx_802.15.4,N/A,90
86.6002,Tx_WiFi,3,90
86.6073,Rx_802.15.4,N/A,90
86.6073,Tx_WiFi,2,90
86.6124,Rx_802.15.4,N/A,90
86.6124,Tx_WiFi,2,90
86.6233,Rx_802.15.4,N/A,90
86.6233,Tx_WiFi,2,90
86.63,Rx_802.15.4,N/A,90
86.63,Tx_WiFi,2,90
87.0857,Rx_802.15.4,N/A,90
87.0857,Tx_WiFi,0,90
87.0917,Rx_802.15.4,N/A,90
87.0917,Tx_WiFi,0,90
87.0995,Rx_802.15.4,N/A,90
87.0995,Tx_WiFi,2,90
87.1061,Rx_802.15.4,N/A,90
87.1061,Tx_WiFi,2,90
87.1115,Rx_802.15.4,N/A,90
87.1115,Tx_WiFi,2,90
87.1171,Rx_802.15.4,N/A,90
87.1171,Tx_WiFi,2,90
87.1204,Rx_802.15.4,N/A,36
87.1204,Tx_WiFi,2,36
87.1302,Rx_802.15.4,N/A,90
87.1302,Tx_WiFi,2,90
87.1349,Rx_802.15.4,N/A,90
87.1349,Tx_WiFi,2,90
87.1462,Rx_802.15.4,N/A,90
87.1462,Tx_WiFi,1,90
87.5628,Rx_802.15.4,N/A,10
87.5772,Rx_802.15.4,N/A,90
87.5772,Tx_WiFi,0,90
87.5823,Rx_802.15.4,N/A,90
87.5823,Tx_WiFi,0,90
87.5913,Rx_802.15.4,N/A,90
87.5913,Tx_WiFi,2,90
87.5967,Rx_802.15.4,N/A,90
87.5967,Tx_WiFi,2,90
87.6004,Rx_802.15.4,N/A,58
87.6004,Tx_WiFi,2,58
87.6057,Rx_802.15.4,N/A,90
87.6057,Tx_WiFi,2,90
87.6117,Rx_802.15.4,N/A,90
87.6117,Tx_WiFi,2,90
87.623,Rx_802.15.4,N/A,90
87.623,Tx_WiFi,1,90
88.0332,Rx_802.15.4,N/A,10
88.0681,Rx_802.15.4,N/A,90
88.0681,Tx_WiFi,2,90
88.0744,Rx_802.15.4,N/A,90
88.0744,Tx_WiFi,2,90
88.0822,Rx_802.15.4,N/A,90
88.0822,Tx_WiFi,2,90
88.0866,Rx_802.15.4,N/A,90
88.0866,Tx_WiFi,2,90
88.0976,Rx_802.15.4,N/A,90
88.0976,Tx_WiFi,2,90
88.1039,Rx_802.15.4,N/A,90
88.1039,Tx_WiFi,2,90
88.5574,Rx_802.15.4,N/A,90
88.5574,Tx_WiFi,2,90
88.564,Rx_802.15.4,N/A,90
88.564,Tx_WiFi,2,90
88.5728,Rx_802.15.4,N/A,90
88.5728,Tx_WiFi,2,90
88.5781,Rx_802.15.4,N/A,90
88.5781,Tx_WiFi,2,90
88.5838,Rx_802.15.4,N/A,90
88.5838,Tx_WiFi,2,90
88.6038,Rx_802.15.4,N/A,90
88.6038,Tx_WiFi,2,90
88.6095,Rx_802.15.4,N/A,90
88.6095,Tx_WiFi,2,90
88.6195,Rx_802.15.4,N/A,90
88.6195,Tx_WiFi,2,90
88.6248,Rx_802.15.4,N/A,90
88.6248,Tx_WiFi,2,90
88.6358,Rx_802.15.4,N/A,90
88.6358,Tx_WiFi,1,90
89.0505,Rx_802.15.4,N/A,90
89.0505,Tx_WiFi,2,90
89.0552,Rx_802.15.4,N/A,90
89.0552,Tx_WiFi,2,90
89.0656,Rx_802.15.4,N/A,90
89.0656,Tx_WiFi,2,90
89.07,Rx_802.15.4,N/A,90
89.07,Tx_WiFi,2,90
89.0743,Rx_802.15.4,N/A,90
89.0743,Tx_WiFi,2,90
89.0966,Rx_802.15.4,N/A,90
89.0966,Tx_WiFi,0,90
89.1015,Rx_802.15.4,N/A,36
89.1015,Tx_WiFi,0,36
89.1116,Rx_802.15.4,N/A,90
89.1116,Tx_WiFi,2,90
89.118,Rx_802.15.4,N/A,90
89.118,Tx_WiFi,2,90
89.5169,Rx_802.15.4,N/A,10
89.5417,Rx_802.15.4,N/A,90
89.5417,Tx_WiFi,2,90
89.5471,Rx_802.15.4,N/A,90
89.5471,Tx_WiFi,2,90
89.5587,Rx_802.15.4,N/A,90
89.5587,Tx_WiFi,2,90
89.565,Rx_802.15.4,N/A,90
89.565,Tx_WiFi,2,90
89.5705,Rx_802.15.4,N/A,55
89.5705,Tx_WiFi,2,55
89.5772,Rx_802.15.4,N/A,90
89.5772,Tx_WiFi,2,90
89.5872,Rx_802.15.4,N/A,90
89.5872,Tx_WiFi,1,90
89.9711,Rx_802.15.4,N/A,10
90.0342,Rx_802.15.4,N/A,90
90.0342,Tx_WiFi,2,90
90.0392,Rx_802.15.4,N/A,90
90.0392,Tx_WiFi,2,90
90.0496,Rx_802.15.4,N/A,90
90.0496,Tx_WiFi,2,90
90.0552,Rx_802.15.4,N/A,90
90.0552,Tx_WiFi,2,90
90.0649,Rx_802.15.4,N/A,90
90.0649,Tx_WiFi,2,90
90.0706,Rx_802.15.4,N/A,90
90.0706,Tx_WiFi,2,90
90.0796,Rx_802.15.4,N/A,90
90.0796,Tx_WiFi,1,90
90.5251,Rx_802.15.4,N/A,90
90.5251,Tx_WiFi,2,90
90.5317,Rx_802.15.4,N/A,90
90.5317,Tx_WiFi,2,90
90.5401,Rx_802.15.4,N/A,90
90.5401,Tx_WiFi,2,90
90.5458,Rx_802.15.4,N/A,90
90.5458,Tx_WiFi,2,90
90.5511,Rx_802.15.4,N/A,90
90.5511,Tx_WiFi,2,90
90.5577,Rx_802.15.4,N/A,90
90.5577,Tx_WiFi,2,90
90.5608,Rx_802.15.4,N/A,39
90.5608,Tx_WiFi,2,39
90.5721,Rx_802.15.4,N/A,90
90.5721,Tx_WiFi,2,90
90.5775,Rx_802.15.4,N/A,90
90.5775,Tx_WiFi,2,90
90.9922,Rx_802.15.4,N/A,10
91.0172,Rx_802.15.4,N/A,90
91.0172,Tx_WiFi,0,90
91.0216,Rx_802.15.4,N/A,90
91.0216,Tx_WiFi,0,90
91.031,Rx_802.15.4,N/A,90
91.031,Tx_WiFi,2,90
91.0367,Rx_802.15.4,N/A,90
91.0367,Tx_WiFi,2,90
91.042,Rx_802.15.4,N/A,90
91.042,Tx_WiFi,2,90
91.0476,Rx_802.15.4,N/A,90
91.0476,Tx_WiFi,2,90
91.053,Rx_802.15.4,N/A,90
91.053,Tx_WiFi,2,90
91.0633,Rx_802.15.4,N/A,90
91.0633,Tx_WiFi,1,90
91.4767,Rx_802.15.4,N/A,10
91.5072,Rx_802.15.4,N/A,90
91.5072,Tx_WiFi,2,90
91.5138,Rx_802.15.4,N/A,90
91.5138,Tx_WiFi,2,90
91.5244,Rx_802.15.4,N/A,90
91.5244,Tx_WiFi,2,90
91.5295,Rx_802.15.4,N/A,90
91.5295,Tx_WiFi,2,90
91.5339,Rx_802.15.4,N/A,51
91.5339,Tx_WiFi,2,51
91.5379,Rx_802.15.4,N/A,90
91.5379,Tx_WiFi,2,90
91.5429,Rx_802.15.4,N/A,90
91.5429,Tx_WiFi,2,90
91.5548,Rx_802.15.4,N/A,90
91.5548,Tx_WiFi,2,90
91.5605,Rx_802.15.4,N/A,90
91.5605,Tx_WiFi,2,90
91.5702,Rx_802.15.4,N/A,90
91.5702,Tx_WiFi,1,90
91.9374,Rx_802.15.4,N/A,10
91.9987,Rx_802.15.4,N/A,90
91.9987,Tx_WiFi,2,90
92.0033,Rx_802.15.4,N/A,38
92.0033,Tx_WiFi,2,38
92.0156,Rx_802.15.4,N/A,90
92.0156,Tx_WiFi,0,90
92.0223,Rx_802.15.4,N/A,90
92.0223,Tx_WiFi,0,90
92.0297,Rx_802.15.4,N/A,90
92.0297,Tx_WiFi,2,90
92.0351,Rx_802.15.4,N/A,90
92.0351,Tx_WiFi,2,90
92.0605,Rx_802.15.4,N/A,73
92.0605,Tx_WiFi,3,73
92.4278,Rx_802.15.4,N/A,10
92.4915,Rx_802.15.4,N/A,90
92.4915,Tx_WiFi,2,90
92.4972,Rx_802.15.4,N/A,90
92.4972,Tx_WiFi,2,90
92.5028,Rx_802.15.4,N/A,90
92.5028,Tx_WiFi,2,90
92.5099,Rx_802.15.4,N/A,90
92.5099,Tx_WiFi,2,90
92.5125,Rx_802.15.4,N/A,37
92.5125,Tx_WiFi,2,37
92.5222,Rx_802.15.4,N/A,90
92.5222,Tx_WiFi,2,90
92.5269,Rx_802.15.4,N/A,90
92.5269,Tx_WiFi,2,90
92.5363,Rx_802.15.4,N/A,90
92.5363,Tx_WiFi,1,90
92.9359,Rx_802.15.4,N/A,10
92.984,Rx_802.15.4,N/A,90
92.984,Tx_WiFi,0,90
92.9896,Rx_802.15.4,N/A,90
92.9896,Tx_WiFi,0,90
92.998,Rx_802.15.4,N/A,90
92.998,Tx_WiFi,2,90
93.0047,Rx_802.15.4,N/A,90
93.0047,Tx_WiFi,2,90
93.0083,Rx_802.15.4,N/A,56
93.0083,Tx_WiFi,2,56
93.0131,Rx_802.15.4,N/A,90
93.0131,Tx_WiFi,2,90
93.0191,Rx_802.15.4,N/A,90
93.0191,Tx_WiFi,2,90
93.4325,Rx_802.15.4,N/A,10
93.4758,Rx_802.15.4,N/A,90
93.4758,Tx_WiFi,0,90
93.4821,Rx_802.15.4,N/A,90
93.4821,Tx_WiFi,0,90
93.4915,Rx_802.15.4,N/A,90
93.4915,Tx_WiFi,2,90
93.4978,Rx_802.15.4,N/A,90
93.4978,Tx_WiFi,2,90
93.5056,Rx_802.15.4,N/A,90
93.5056,Tx_WiFi,2,90
93.5106,Rx_802.15.4,N/A,90
93.5106,Tx_WiFi,2,90
93.5212,Rx_802.15.4,N/A,90
93.5212,Tx_WiFi,1,90
93.9664,Rx_802.15.4,N/A,90
93.9664,Tx_WiFi,2,90
93.9711,Rx_802.15.4,N/A,90
93.9711,Tx_WiFi,2,90
93.9804,Rx_802.15.4,N/A,90
93.9804,Tx_WiFi,2,90
93.9864,Rx_802.15.4,N/A,90
93.9864,Tx_WiFi,2,90
93.9908,Rx_802.15.4,N/A,90
93.9908,Tx_WiFi,2,90
94.0128,Rx_802.15.4,N/A,90
94.0128,Tx_WiFi,2,90
94.0188,Rx_802.15.4,N/A,90
94.0188,Tx_WiFi,2,90
94.0278,Rx_802.15.4,N/A,90
94.0278,Tx_WiFi,2,90
94.0335,Rx_802.15.4,N/A,90
94.0335,Tx_WiFi,2,90
94.0419,Rx_802.15.4,N/A,90
94.0419,Tx_WiFi,1,90
94.4582,Rx_802.15.4,N/A,90
94.4582,Tx_WiFi,2,90
94.4636,Rx_802.15.4,N/A,90
94.4636,Tx_WiFi,2,90
94.4745,Rx_802.15.4,N/A,90
94.4745,Tx_WiFi,2,90
94.4808,Rx_802.15.4,N/A,90
94.4808,Tx_WiFi,2,90
94.4875,Rx_802.15.4,N/A,90
94.4875,Tx_WiFi,2,90
94.5052,Rx_802.15.4,N/A,90
94.5052,Tx_WiFi,2,90
94.5083,Rx_802.15.4,N/A,39
94.5083,Tx_WiFi,2,39
94.5196,Rx_802.15.4,N/A,90
94.5196,Tx_WiFi,2,90
94.5244,Rx_802.15.4,N/A,90
94.5244,Tx_WiFi,2,90
94.894,Rx_802.15.4,N/A,10
94.9491,Rx_802.15.4,N/A,90
94.9491,Tx_WiFi,2,90
94.9535,Rx_802.15.4,N/A,90
94.9535,Tx_WiFi,2,90
94.9654,Rx_802.15.4,N/A,90
94.9654,Tx_WiFi,2,90
94.9711,Rx_802.15.4,N/A,90
94.9711,Tx_WiFi,2,90
94.9743,Rx_802.15.4,N/A,44
94.9743,Tx_WiFi,2,44
94.9817,Rx_802.15.4,N/A,90
94.9817,Tx_WiFi,2,90
94.9864,Rx_802.15.4,N/A,39
94.9864,Tx_WiFi,2,39
94.9958,Rx_802.15.4,N/A,90
94.9958,Tx_WiFi,1,90
95.4152,Rx_802.15.4,N/A,10
95.4174,Rx_802.15.4,N/A,10
95.4393,Rx_802.15.4,N/A,90
95.4393,Tx_WiFi,2,90
95.4453,Rx_802.15.4,N/A,90
95.4453,Tx_WiFi,2,90
95.4553,Rx_802.15.4,N/A,90
95.4553,Tx_WiFi,2,90
95.462,Rx_802.15.4,N/A,90
95.462,Tx_WiFi,2,90
95.4697,Rx_802.15.4,N/A,90
95.4697,Tx_WiFi,1,90
95.9305,Rx_802.15.4,N/A,90
95.9305,Tx_WiFi,2,90
95.9372,Rx_802.15.4,N/A,90
95.9372,Tx_WiFi,2,90
95.9465,Rx_802.15.4,N/A,90
95.9465,Tx_WiFi,2,90
95.9516,Rx_802.15.4,N/A,90
95.9516,Tx_WiFi,2,90
95.9569,Rx_802.15.4,N/A,90
95.9569,Tx_WiFi,2,90
95.9766,Rx_802.15.4,N/A,90
95.9766,Tx_WiFi,2,90
95.9813,Rx_802.15.4,N/A,90
95.9813,Tx_WiFi,2,90
95.9923,Rx_802.15.4,N/A,90
95.9923,Tx_WiFi,2,90
95.9989,Rx_802.15.4,N/A,90
95.9989,Tx_WiFi,2,90
96.423,Rx_802.15.4,N/A,90
96.423,Tx_WiFi,2,90
96.429,Rx_802.15.4,N/A,90
96.429,Tx_WiFi,2,90
96.4377,Rx_802.15.4,N/A,90
96.4377,Tx_WiFi,2,90
96.444,Rx_802.15.4,N/A,90
96.444,Tx_WiFi,2,90
96.45,Rx_802.15.4,N/A,90
96.45,Tx_WiFi,2,90
96.4558,Rx_802.15.4,N/A,90
96.4558,Tx_WiFi,2,90
96.4604,Rx_802.15.4,N/A,37
96.4604,Tx_WiFi,2,37
96.4675,Rx_802.15.4,N/A,90
96.4675,Tx_WiFi,2,90
96.4735,Rx_802.15.4,N/A,90
96.4735,Tx_WiFi,2,90
96.4825,Rx_802.15.4,N/A,90
96.4825,Tx_WiFi,1,90
96.8995,Rx_802.15.4,N/A,10
96.9152,Rx_802.15.4,N/A,90
96.9152,Tx_WiFi,2,90
96.9199,Rx_802.15.4,N/A,90
96.9199,Tx_WiFi,2,90
96.9321,Rx_802.15.4,N/A,90
96.9321,Tx_WiFi,2,90
96.9381,Rx_802.15.4,N/A,90
96.9381,Tx_WiFi,2,90
96.9423,Rx_802.15.4,N/A,44
96.9423,Tx_WiFi,2,44
96.9465,Rx_802.15.4,N/A,90
96.9465,Tx_WiFi,2,90
96.9516,Rx_802.15.4,N/A,90
96.9516,Tx_WiFi,2,90
96.9609,Rx_802.15.4,N/A,90
96.9609,Tx_WiFi,1,90
97.3634,Rx_802.15.4,N/A,10
97.4057,Rx_802.15.4,N/A,90
97.4057,Tx_WiFi,0,90
97.4104,Rx_802.15.4,N/A,90
97.4104,Tx_WiFi,0,90
97.4217,Rx_802.15.4,N/A,90
97.4217,Tx_WiFi,2,90
97.4274,Rx_802.15.4,N/A,90
97.4274,Tx_WiFi,2,90
97.4371,Rx_802.15.4,N/A,90
97.4371,Tx_WiFi,2,90
97.4434,Rx_802.15.4,N/A,90
97.4434,Tx_WiFi,2,90
97.8972,Rx_802.15.4,N/A,90
97.8972,Tx_WiFi,2,90
97.9029,Rx_802.15.4,N/A,90
97.9029,Tx_WiFi,2,90
97.9132,Rx_802.15.4,N/A,90
97.9132,Tx_WiFi,2,90
97.9176,Rx_802.15.4,N/A,90
97.9176,Tx_WiFi,2,90
97.922,Rx_802.15.4,N/A,90
97.922,Tx_WiFi,2,90
97.9289,Rx_802.15.4,N/A,90
97.9289,Tx_WiFi,2,90
97.9349,Rx_802.15.4,N/A,90
97.9349,Tx_WiFi,2,90
97.9443,Rx_802.15.4,N/A,90
97.9443,Tx_WiFi,2,90
97.9509,Rx_802.15.4,N/A,90
97.9509,Tx_WiFi,2,90
97.96,Rx_802.15.4,N/A,90
97.96,Tx_WiFi,1,90
98.3888,Rx_802.15.4,N/A,90
98.3888,Tx_WiFi,2,90
98.3951,Rx_802.15.4,N/A,90
98.3951,Tx_WiFi,2,90
98.4025,Rx_802.15.4,N/A,90
98.4025,Tx_WiFi,2,90
98.4082,Rx_802.15.4,N/A,90
98.4082,Tx_WiFi,2,90
98.4135,Rx_802.15.4,N/A,59
98.4135,Tx_WiFi,2,59
98.4348,Rx_802.15.4,N/A,90
98.4348,Tx_WiFi,2,90
98.4382,Rx_802.15.4,N/A,37
98.4382,Tx_WiFi,2,37
98.4492,Rx_802.15.4,N/A,90
98.4492,Tx_WiFi,2,90
98.4556,Rx_802.15.4,N/A,90
98.4556,Tx_WiFi,2,90
98.8478,Rx_802.15.4,N/A,10
98.856,Rx_802.15.4,N/A,10
98.8819,Rx_802.15.4,N/A,90
98.8819,Tx_WiFi,2,90
98.8876,Rx_802.15.4,N/A,90
98.8876,Tx_WiFi,2,90
98.8985,Rx_802.15.4,N/A,90
98.8985,Tx_WiFi,2,90
98.9045,Rx_802.15.4,N/A,90
98.9045,Tx_WiFi,2,90
98.9132,Rx_802.15.4,N/A,90
98.9132,Tx_WiFi,1,90
99.3724,Rx_802.15.4,N/A,90
99.3724,Tx_WiFi,2,90
99.3768,Rx_802.15.4,N/A,90
99.3768,Tx_WiFi,2,90
99.3888,Rx_802.15.4,N/A,90
99.3888,Tx_WiFi,2,90
99.3938,Rx_802.15.4,N/A,90
99.3938,Tx_WiFi,2,90
99.4001,Rx_802.15.4,N/A,90
99.4001,Tx_WiFi,2,90
99.4188,Rx_802.15.4,N/A,90
99.4188,Tx_WiFi,2,90
99.4255,Rx_802.15.4,N/A,90
99.4255,Tx_WiFi,2,90
99.4339,Rx_802.15.4,N/A,90
99.4339,Tx_WiFi,2,90
99.4396,Rx_802.15.4,N/A,90
99.4396,Tx_WiFi,2,90
99.4492,Rx_802.15.4,N/A,90
99.4492,Tx_WiFi,0,90
99.8099,Rx_802.15.4,N/A,10
99.8649,Rx_802.15.4,N/A,90
99.8649,Tx_WiFi,0,90
99.8706,Rx_802.15.4,N/A,90
99.8706,Tx_WiFi,0,90
99.8787,Rx_802.15.4,N/A,90
99.8787,Tx_WiFi,2,90
99.8844,Rx_802.15.4,N/A,90
99.8844,Tx_WiFi,2,90
99.8894,Rx_802.15.4,N/A,90
99.8894,Tx_WiFi,2,90
99.8947,Rx_802.15.4,N/A,90
99.8947,Tx_WiFi,2,90
99.8976,Rx_802.15.4,N/A,35
99.8976,Tx_WiFi,2,35
99.9097,Rx_802.15.4,N/A,90
99.9097,Tx_WiFi,2,90
99.9157,Rx_802.15.4,N/A,90
99.9157,Tx_WiFi,2,90
